18,MACLOV CAJA CON 35 TABLETAS  400 MG,ACICLOVIR TABLETAS,785120753530,7502007577972,1.00,,,,,,,,,,,,,,,,,,
19,LESACLOR FRASCO SUSPENSION 125 ML 4 G/100 ML,LESACLOR FRASCO SUSPENSION 125 ML 4 G/100 ML,785118753528,785118753528,1.00,,,,,,,,,,,,,,,,,,
20,LESACLOR FRASCO SUSPENSION 125 ML 4 G/100 ML,CICLOFERON SUSP 60ML,785118753528,7501299301395,0.50,,,,,,,,,,,,,,,,,,
21,CLOVEX TUBO CREMA 5G  0.05 G/G,CLOVEX TUBO CREMA 5G  0.05 G/G,7501672690399,7501672690399,1.00,,,,,,,,,,,,,,,,,,
22,CLOVEX TUBO CREMA 5G  0.05 G/G,VIRESTAT TUBO CREMA 5G  0.05 G/G,7501672690399,7501836003294,1.00,,,,,,,,,,,,,,,,,,
23,CLOVEX TUBO CREMA 5G  0.05 G/G,CICLOFERON CRA 5MG,7501672690399,7501299303016,1.00,,,,,,,,,,,,,,,,,,
24,CLOVEX TUBO CREMA 5G  0.05 G/G,LESACLOR CREMA TUBO 5 GR. Aciclovir,7501672690399,785118753597,1.00,,,,,,,,,,,,,,,,,,
25,CLOVEX TUBO CREMA 5G  0.05 G/G,ZIVERONE CREMA 5 GR. (Aciclovir),7501672690399,7502003389012,1.00,,,,,,,,,,,,,,,,,,
26,CLOVEX TUBO CREMA 5G  0.05 G/G,ACICLOVIR UNG 30MG C/4.5GR,7501672690399,7502261160484,1.00,,,,,,,,,,,,,,,,,,
27,CLOVEX TUBO CREMA 5G  0.05 G/G,SOVICLOR CREMA TUBO 5 GR. (Aciclovir),7501672690399,780083141585,1.00,,,,,,,,,,,,,,,,,,
28,CLOVEX TUBO CREMA 5G  0.05 G/G,BEADVANCE CRA 5G,7501672690399,780083147297,1.00,,,,,,,,,,,,,,,,,,
29,CLOVEX TUBO CREMA 5G  0.05 G/G,GM ACICLOVIR 0.05G 5G,7501672690399,7502211781684,1.00,,,,,,,,,,,,,,,,,,
30,CLOVEX TUBO CREMA 5G  0.05 G/G,ACICLOVIR ELI 5% CRA 10G,7501672690399,7502247371095,1.00,,,,,,,,,,,,,,,,,,
31,CLOVEX TUBO CREMA 5G  0.05 G/G,ZOVIRAX 0.05% 10 G,7501672690399,7501046482490,1.00,,,,,,,,,,,,,,,,,,
32,SOPHIVIR UNGENA TUBO UNGÜENTO 7G 30 MG/G,SOPHIVIR UNGENA TUBO UNGÜENTO 7G 30 MG/G,736085270075,736085270075,1.00,,,,,,,,,,,,,,,,,,
33,SOPHIVIR UNGENA TUBO UNGÜENTO 7G 30 MG/G,ACICLOVIR EXAKTA TUBO UNGÜENTO 4.5G 30 MG/G,736085270075,7503000997989,1.00,,,,,,,,,,,,,,,,,,
34,SOPHIVIR UNGENA TUBO UNGÜENTO 7G 30 MG/G,IGNIS TUBO UNGÜENTO 4.5G,736085270075,7501630206,1.00,,,,,,,,,,,,,,,,,,
35,SOPHIVIR UNGENA TUBO UNGÜENTO 7G 30 MG/G,ACICLOVIR  4.5 GR ,736085270075,75050801,1.00,,,,,,,,,,,,,,,,,,
36,SOPHIVIR UNGENA TUBO UNGÜENTO 7G 30 MG/G,AVIREX-U 4.5 GR  30MG,736085270075,7501471888270,1.00,,,,,,,,,,,,,,,,,,
37,"M.V.I. FRASCO AMPULA LIOFILIZADO 5ML 100MG/0.4MG/0.060MG/0.005MG/15MG/3.6MG/40MG/4MG/3MG/3,300 U.I./200 U.I./10 U.I./0.2 MG","M.V.I. FRASCO AMPULA LIOFILIZADO 5ML 100MG/0.4MG/0.060MG/0.005MG/15MG/3.6MG/40MG/4MG/3MG/3,300 U.I./200 U.I./10 U.I./0.2 MG",7501123015405,7501123015405,1.00,,,,,,,,,,,,,,,,,,
38,HUMIRA CAJA CON SOLUCION INYECTABLE 40MG/0.8 ML EN JERINGA PRELLENADA,HUMIRA CAJA CON SOLUCION INYECTABLE 40MG/0.8 ML EN JERINGA PRELLENADA,8054083005058,8054083005058,1.00,,,,,,,,,,,,,,,,,,
39,HUMIRA CAJA CON SOLUCION INYECTABLE 40MG/0.8 ML EN JERINGA PRELLENADA,HUMIRA CAJA CON SOLUCION INYECTABLE 40MG/0.8 ML EN JERINGA PRELLENADA,8054083005058,7501033953279,1.00,,,,,,,,,,,,,,,,,,
40,HUMIRA CAJA CON SOLUCION INYECTABLE 40MG/0.8 ML EN JERINGA PRELLENADA,HUMIRA SOLUCION INYECTABLE 40MG/0.8 ML  CON 2 JGA. PRECARGAD,8054083005058,300743799026,2.00,,,,,,,,,,,,,,,,,,
41,HUMIRA CAJA CON SOLUCION INYECTABLE 40MG/0.8 ML EN JERINGA PRELLENADA,HUMIRA SOLUCION 40MG/0.8ML C/2 TORUNDAS 2 APLICACIONES,8054083005058,8054083007489,1.00,,,,,,,,,,,,,,,,,,
42,HUMIRA CAJA CON SOLUCION INYECTABLE 40MG/0.8 ML EN JERINGA PRELLENADA,HUMIRA SOL INYECTABLE 40MG/0.8 ML ,8054083005058,8054083015613,1.00,,,,,,,,,,,,,,,,,,
43,HUMIRA CAJA CON SOLUCION INYECTABLE 40MG/0.8 ML EN JERINGA PRELLENADA,HUMIRA SOL INYECTABE JGA PRELLENADA,8054083005058,805408301561,1.00,,,,,,,,,,,,,,,,,,
44,HUMIRA CAJA CON SOLUCION INYECTABLE 40MG/0.8 ML EN JERINGA PRELLENADA,HUMIRA 40MG/0.4ML SOL INY C/1 JRINGA PRLL,8054083005058,8054083014128,1.00,,,,,,,,,,,,,,,,,,
45,BRUZOL CAJA CON 6 TABLETAS 200 MG,BRUZOL CAJA CON 6 TABLETAS 200 MG,7501537102098,7501537102098,1.00,,,,,,,,,,,,,,,,,,
46,BRUZOL CAJA CON 6 TABLETAS 200 MG,BRADELMIN CAJA CON 6 TABLETAS 200 MG,7501537102098,7501825300915,1.00,,,,,,,,,,,,,,,,,,
47,BRUZOL CAJA CON 6 TABLETAS 200 MG,ALBENDAZOL 200MG C/6 TABLETAS,7501537102098,7501672690429,1.00,,,,,,,,,,,,,,,,,,
48,BRUZOL CAJA CON 6 TABLETAS 200 MG,VERMISEN TAB 200MG C/6 (Albendazol),7501537102098,7501075715927,1.00,,,,,,,,,,,,,,,,,,
49,BRUZOL CAJA CON 6 TABLETAS 200 MG,ZENTEL 10 TABS 200 MG.,7501537102098,7501070618933,1.00,,,,,,,,,,,,,,,,,,
50,BRUZOL CAJA CON 6 TABLETAS 200 MG,BRUZOL 200MG C2 TAB,7501537102098,7501537102081,0.33,,,,,,,,,,,,,,,,,,
51,BRUZOL CAJA CON 6 TABLETAS 200 MG,DAZOCAN 200MG TAB 6 ALBENZADOL,7501537102098,7501277058006,1.00,,,,,,,,,,,,,,,,,,
52,BRADELMIN FRASCO SUSPENSION 20 ML 200MG,BRADELMIN FRASCO SUSPENSION 20 ML 200MG,7501825300908,7501825300908,1.00,,,,,,,,,,,,,,,,,,
53,BRADELMIN FRASCO SUSPENSION 20 ML 200MG,ZENTEL 4% 200MG SUSP 10ML,7501825300908,7501070618919,1.00,,,,,,,,,,,,,,,,,,
54,BRADELMIN FRASCO SUSPENSION 20 ML 200MG,BRUZOL FCO SUSP 20ML        GI,7501825300908,7501537101879,1.00,,,,,,,,,,,,,,,,,,
55,BRADELMIN FRASCO SUSPENSION 20 ML 200MG,VERMISEN  SUSP 400MG 20ML,7501825300908,75006471,1.00,,,,,,,,,,,,,,,,,,
56,FARMIVER CAJA CON 2 TABLETAS 200 MG/150 MG,FARMIVER CAJA CON 2 TABLETAS 200 MG/150 MG,7502006920038,7502006920038,1.00,,,,,,,,,,,,,,,,,,
57,FARMIVER CAJA CON 2 TABLETAS 200 MG/150 MG,AH MICOL 150/200MG TAB C2,7502006920038,650240028953,1.00,,,,,,,,,,,,,,,,,,
58,ZENTEL DUAL FRASCO SUSPENSION 400MG/100MG  10 ML,ZENTEL DUAL FRASCO SUSPENSION 400MG/100MG  10 ML,7501070618957,7501070618957,1.00,,,,,,,,,,,,,,,,,,
59,ZENTEL DUAL FRASCO SUSPENSION 400MG/100MG  10 ML,OXAL INFANTIL FRASCO SUSPENSION 400MG/100MG  10 ML,7501070618957,7501086300136,1.00,,,,,,,,,,,,,,,,,,
60,ALENDRONICO ULTRA CAJA 4 TABLETAS 70 MG ,ALENDRONICO ULTRA CAJA 4 TABLETAS 70 MG ,7502216803213,7502216803213,1.00,,,,,,,,,,,,,,,,,,
61,ALENDRONICO ULTRA CAJA 4 TABLETAS 70 MG ,SYNOSTEP CAJA 4 TABLETAS 70 MG ,7502216803213,7502216792142,1.00,,,,,,,,,,,,,,,,,,
62,ALENDRONICO ULTRA CAJA 4 TABLETAS 70 MG ,OXIVAG CAJA 4 TABLETAS 70 MG,7502216803213,7501075717860,1.00,,,,,,,,,,,,,,,,,,
63,ALENDRONICO ULTRA CAJA 4 TABLETAS 70 MG ,ALENDRONATO 70mg C/4 TAB (Apodrolen),7502216803213,7501277093595,1.00,,,,,,,,,,,,,,,,,,
64,ALENDRONICO ULTRA CAJA 4 TABLETAS 70 MG ,LENADRIN 70MG C/4 TAB (alendronato),7502216803213,7502227870129,1.00,,,,,,,,,,,,,,,,,,
65,ALENDRONICO ULTRA CAJA 4 TABLETAS 70 MG ,ACIDO ALENDRONICO TAB 4,7502216803213,7502216806368,1.00,,,,,,,,,,,,,,,,,,
66,ALENDRONICO ULTRA CAJA 4 TABLETAS 70 MG ,APODROLEN 70MGC/4 TAB A.alendronico,7502216803213,7501277088744,1.00,,,,,,,,,,,,,,,,,,
67,ALENDRONICO ULTRA CAJA 4 TABLETAS 70 MG ,SYNOSTEP 70MG GRAG C4                   ,7502216803213,7502215780553,1.00,,,,,,,,,,,,,,,,,,
68,ALFA D CAJA CON 30 CAPSULAS 1 MCG,ALFA D CAJA CON 30 CAPSULAS 1 MCG,7501092770466,7501092770466,1.00,,,,,,,,,,,,,,,,,,
69,METILDOPA BIOMEP CAJA CON 30 TABLETAS 250 MG,METILDOPA BIOMEP CAJA CON 30 TABLETAS 250 MG,7501573900139,7501573900139,1.00,,,,,,,,,,,,,,,,,,
70,METILDOPA BIOMEP CAJA CON 30 TABLETAS 250 MG,TOPARAL CAJA CON 30 TABLETAS 250 MG,7501573900139,7501075715378,1.00,,,,,,,,,,,,,,,,,,
71,METILDOPA BIOMEP CAJA CON 30 TABLETAS 250 MG,HIPERMESSEL 250MG CAJA CON 30 TABLETAS,7501573900139,7501573900122,1.00,,,,,,,,,,,,,,,,,,
72,XATRAL OD CAJA CON 28 TABLETAS DE LIBERACION PROLONGADA 10 MG ,XATRAL OD CAJA CON 28 TABLETAS DE LIBERACION PROLONGADA 10 MG ,7501328979601,7501328979601,1.00,,,,,,,,,,,,,,,,,,
73,RASILLES CAJA CON 28 COMPRIMIDOS 300 MG,RASILLES CAJA CON 28 COMPRIMIDOS 300 MG,7501124813833,7501124813833,1.00,,,,,,,,,,,,,,,,,,
74,RASILLES HCT CAJA CON 28 COMPRIMIDOS 300/12.5 MG,RASILLES HCT CAJA CON 28 COMPRIMIDOS 300/12.5 MG,7501124815554,7501124815554,1.00,,,,,,,,,,,,,,,,,,
75,SABRO FRASCO POLVO 120 ML  1 G / 5 ML,SABRO FRASCO POLVO 120 ML  1 G / 5 ML,7501314704262,7501314704262,1.00,,,,,,,,,,,,,,,,,,
76,PURIBEL 300 CAJA CON 20 TABLETAS 300 MG,PURIBEL 300 CAJA CON 20 TABLETAS 300 MG,7501537102104,7501537102104,1.00,,,,,,,,,,,,,,,,,,
77,PURIBEL 300 CAJA CON 20 TABLETAS 300 MG,UNIZURIC 300 CAJA CON 30 TABLETAS 300 MG,7501537102104,7501109761203,1.00,,,,,,,,,,,,,,,,,,
78,PURIBEL 300 CAJA CON 20 TABLETAS 300 MG,ACYPRIN CAJA CON 30 TABLETAS 300 MG,7501537102104,780083141950,1.00,,,,,,,,,,,,,,,,,,
79,PURIBEL 300 CAJA CON 20 TABLETAS 300 MG,ALOPURINOL ELITE 30TABS 300MG,7501537102104,7502247372894,1.00,,,,,,,,,,,,,,,,,,
80,PURIBEL 300 CAJA CON 20 TABLETAS 300 MG,ALOPURINOL 20 TABLETAS 300MG,7501537102104,7501277088775,1.00,,,,,,,,,,,,,,,,,,
81,PURIBEL 300 CAJA CON 20 TABLETAS 300 MG,ARRAMPLOR 20 TAB 300MG ,7501537102104,7502227871317,1.00,,,,,,,,,,,,,,,,,,
82,ZAMOPRAX CAJA CON 30 TABLETAS 0.25 MG,ZAMOPRAX CAJA CON 30 TABLETAS 0.25 MG,7501385495403,7501385495403,1.00,,,,,,,,,,,,,,,,,,
83,ZAMOPRAX CAJA CON 30 TABLETAS 0.25 MG,ALZAM CAJA CON 30 TABLETAS 0.25 MG,7501385495403,7501384502171,1.00,,,,,,,,,,,,,,,,,,
84,ZAMOPRAX CAJA CON 30 TABLETAS 0.50 MG,ZAMOPRAX CAJA CON 30 TABLETAS 0.50 MG,7501385495410,7501385495410,1.00,,,,,,,,,,,,,,,,,,
85,ZAMOPRAX CAJA CON 30 TABLETAS 0.50 MG,ALZAM CAJA CON 30 TABLETAS 0.50 MG,7501385495410,7501384502201,1.00,,,,,,,,,,,,,,,,,,
86,ALZAM CAJA CON 30 TABLETAS 1MG,ALZAM CAJA CON 30 TABLETAS 1MG,7501384502232,7501384502232,1.00,,,,,,,,,,,,,,,,,,
87,SEBRYL SHAMPO FRASCO SOLUCION 150G  5G / 0.2G / 3G 100 G,SEBRYL SHAMPO FRASCO SOLUCION 150G  5G / 0.2G / 3G 100 G,7501101649653,7501101649653,1.00,,,,,,,,,,,,,,,,,,
88,SEBRYL SHAMPO FRASCO SOLUCION 150G  5G / 0.2G / 3G 100 G,DARISEB FRASCO SOLUCION 120 ML  7.5 G/1.5G  100 ML,7501101649653,748499005334,1.00,,,,,,,,,,,,,,,,,,
89,SEBRYL SHAMPO FRASCO SOLUCION 150G  5G / 0.2G / 3G 100 G,SEBRYL PLUS SH 150G,7501101649653,7501201340016,1.00,,,,,,,,,,,,,,,,,,
90,PLUSGEL FRASCO SUSPENSION 360 ML 3.7/4/0.5G/100ML,PLUSGEL FRASCO SUSPENSION 360 ML 3.7/4/0.5G/100ML,780083140595,780083140595,1.00,,,,,,,,,,,,,,,,,,
91,KINESTREL CAJA CON 30 TABLETAS 100 MG,KINESTREL CAJA CON 30 TABLETAS 100 MG,7501384504885,7501384504885,1.00,,,,,,,,,,,,,,,,,,
92,KINESTREL CAJA CON 30 TABLETAS 100 MG,PK-MERZ 100MG|TAB|30,7501384504885,4008491317061,1.00,,,,,,,,,,,,,,,,,,
93,BROGAL FRASCO SOLUCION 120 ML  300MG/100 ML,BROGAL FRASCO SOLUCION 120 ML  300MG/100 ML,7502003380514,7502003380514,1.00,,,,,,,,,,,,,,,,,,
94,BROGAL FRASCO SOLUCION GOTERO 30 ML 0.750G/100ML,BROGAL FRASCO SOLUCION GOTERO 30 ML 0.750G/100ML,7502003380538,7502003380538,1.00,,,,,,,,,,,,,,,,,,
95,BROGAL FRASCO SOLUCION GOTERO 30 ML 0.750G/100ML,"VIAXOL 7,5MG/ML FCO 30ML",7502003380538,7503000422566,1.00,,,,,,,,,,,,,,,,,,
96,BROGAL FRASCO SOLUCION GOTERO 30 ML 0.750G/100ML,AMBROXOL SOL GTS.,7502003380538,7501277060177,1.00,,,,,,,,,,,,,,,,,,
97,OXOLVAN CAJA CON 20 TABLETAS 0.030 G ,OXOLVAN CAJA CON 20 TABLETAS 0.030 G ,7501537102111,7501537102111,1.00,,,,,,,,,,,,,,,,,,
98,OXOLVAN CAJA CON 20 TABLETAS 0.030 G ,CLOXAN CAJA CON 20 COMPRIMIDOS 0.030 G ,7501537102111,7501573900337,1.00,,,,,,,,,,,,,,,,,,
99,OXOLVAN CAJA CON 20 TABLETAS 0.030 G ,GM AMBROXOL 30MG CPR C20,7501537102111,7501573900344,1.00,,,,,,,,,,,,,,,,,,
100,OXOLVAN CAJA CON 20 TABLETAS 0.030 G ,PROSPEC TAB.30 MG.C/20 (Ambroxol),7501537102111,7501277055401,1.00,,,,,,,,,,,,,,,,,,
101,AMIKACINA AMSA FRASCO CON 2 AMPULA 2 ML 100 MG,AMIKACINA AMSA FRASCO CON 2 AMPULA 2 ML 100 MG,7501349020603,7501349020603,1.00,,,,,,,,,,,,,,,,,,
102,AMIKACINA AMSA FRASCO CON 2 AMPULA 2 ML 100 MG,AMIKACINA AMSA FRASCO AMP 2 ML PED 100 MG C/1,7501349020603,7501349020610,0.50,,,,,,,,,,,,,,,,,,
103,AMIKACINA AMSA FRASCO CON 2 AMPULA 2 ML 100 MG,BIOKACIN FRASCO CON 2 AMPULA 2 ML 100 MG,7501349020603,7502003380422,1.00,,,,,,,,,,,,,,,,,,
104,AMIKACINA AMSA FRASCO CON 2 AMPULA 2 ML 100 MG,AMK 100MG/2ML AMP,7501349020603,7501125105104,0.50,,,,,,,,,,,,,,,,,,
105,AMIKACINA AMSA CAJA CON 2 FRASCOS AMPULA 2 ML 500 MG,AMIKACINA AMSA CAJA CON 2 FRASCOS AMPULA 2 ML 500 MG,7501349021488,7501349021488,1.00,,,,,,,,,,,,,,,,,,
106,AMIKACINA AMSA CAJA CON 2 FRASCOS AMPULA 2 ML 500 MG,AMIKACINA AMSA FRASCO AMPULA 2 ML 500 MG,7501349021488,7501349021259,1.00,,,,,,,,,,,,,,,,,,
107,AMIKACINA AMSA CAJA CON 2 FRASCOS AMPULA 2 ML 500 MG,AMIKACINA SOL INY 500MG C/2 AMP,7501349021488,7501349021266,1.00,,,,,,,,,,,,,,,,,,
108,AMIKACINA AMSA CAJA CON 2 FRASCOS AMPULA 2 ML 500 MG,AMIKASON´S FRASCO AMPULA 2 ML 500 MG,7501349021488,7502001160620,1.00,,,,,,,,,,,,,,,,,,
109,AMIKACINA AMSA CAJA CON 2 FRASCOS AMPULA 2 ML 500 MG,AMIKACINA ELITE 500MG C/1 AMP,7501349021488,7502247372801,1.00,,,,,,,,,,,,,,,,,,
110,AMIKACINA AMSA CAJA CON 2 FRASCOS AMPULA 2 ML 500 MG,G AMIKACINA 500MG/2ML INY 1AMP,7501349021488,7501349021440,1.00,,,,,,,,,,,,,,,,,,
111,MODURETIC CAJA CON 30 TABLETAS 5/50 MG,MODURETIC CAJA CON 30 TABLETAS 5/50 MG,7501326000314,7501326000314,1.00,,,,,,,,,,,,,,,,,,
112,FLUMIL CAJA CON 20 CAPSULAS 40/1.5 /1.5 MG,FLUMIL CAJA CON 20 CAPSULAS 40/1.5 /1.5 MG,7501314702657,7501314702657,1.00,,,,,,,,,,,,,,,,,,
113,FLUMIL FRASCO SOLUCION 25 ML  2 G / 75 / 75 MG / 100 ML,FLUMIL FRASCO SOLUCION 25 ML  2 G / 75 / 75 MG / 100 ML,7501314702640,7501314702640,1.00,,,,,,,,,,,,,,,,,,
114,TECNOVID CAJA CON 20 TABLETAS 200 MG,TECNOVID CAJA CON 20 TABLETAS 200 MG,7501471886863,7501471886863,1.00,,,,,,,,,,,,,,,,,,
115,TECNOVID CAJA CON 20 TABLETAS 200 MG,DARFIN CAJA CON 20 TABLETAS 200 MG,7501471886863,7501504020851,1.00,,,,,,,,,,,,,,,,,,
116,TECNOVID CAJA CON 20 TABLETAS 200 MG,CORDARONE 200MG TAB C20,7501471886863,7501328977980,1.00,,,,,,,,,,,,,,,,,,
117,ANAPSIQUE CAJA CON 50 TABLETAS 25 MG,ANAPSIQUE CAJA CON 50 TABLETAS 25 MG,7501384503123,7501384503123,1.00,,,,,,,,,,,,,,,,,,
118,ANAPSIQUE CAJA CON 50 TABLETAS 25 MG,TRYPTANOL CAJA CON 50 COMPRIMIDOS 25 MG,7501384503123,7501326003933,1.00,,,,,,,,,,,,,,,,,,
119,NABLODY CAJA CON 30 TABLETAS 5 MG,NABLODY CAJA CON 30 TABLETAS 5 MG,7502223555372,7502223555372,1.00,,,,,,,,,,,,,,,,,,
120,NABLODY CAJA CON 30 TABLETAS 5 MG,AMLODIPINO ULTRA CAJA CON 30 TABLETAS 5 MG,7502223555372,7502216793675,1.00,,,,,,,,,,,,,,,,,,
121,NABLODY CAJA CON 30 TABLETAS 5 MG,AMLODIPINO ELI 5MG TAB C30,7502223555372,7502247371415,1.00,,,,,,,,,,,,,,,,,,
122,NABLODY CAJA CON 30 TABLETAS 5 MG,PRESLOPIN 5.0 mg C/30 TAB. (amlodipino),7502223555372,7502227872697,1.00,,,,,,,,,,,,,,,,,,
123,NABLODY CAJA CON 30 TABLETAS 5 MG,AMLODIPINO 5 MG TAB 30         LGEN,7502223555372,7501493866850,1.00,,,,,,,,,,,,,,,,,,
124,EXFORGE CAJA CON 28 COMPRIMIDOS 5MG/160MG,EXFORGE CAJA CON 28 COMPRIMIDOS 5MG/160MG,7501094916671,7501094916671,1.00,,,,,,,,,,,,,,,,,,
125,EXFORGE HCT CAJA 28 COMPRIMIDOS 5MG / 160MG / 12.5MG,EXFORGE HCT CAJA 28 COMPRIMIDOS 5MG / 160MG / 12.5MG,7501124815851,7501124815851,1.00,,,,,,,,,,,,,,,,,,
126,AMOXICILINA HORMONA CAJA CON 12 CAPSULAS 500 MG,AMOXICILINA HORMONA CAJA CON 12 CAPSULAS 500 MG,7501385490521,7501385490521,1.00,,,,,,,,,,,,,,,,,,
127,AMOXICILINA HORMONA CAJA CON 12 CAPSULAS 500 MG,AMOXICILINA 500MG C/12 CAPS,7501385490521,7501349021068,1.00,,,,,,,,,,,,,,,,,,
128,AMOXICILINA HORMONA CAJA CON 12 CAPSULAS 500 MG,G AMOXICILINA 500MG CAP C12,7501385490521,7501349021570,1.00,,,,,,,,,,,,,,,,,,
129,AMOXICILINA HORMONA FRASCO SUSPENSION 75 ML 250 MG,AMOXICILINA HORMONA FRASCO SUSPENSION 75 ML 250 MG,7501385491436,7501385491436,1.00,,,,,,,,,,,,,,,,,,
130,AMOXICILINA HORMONA FRASCO SUSPENSION 75 ML 250 MG,AMOXICILINA 250MG/5ML SUSP 75ML,7501385491436,7501277072460,1.00,,,,,,,,,,,,,,,,,,
131,AMOXICILINA HORMONA FRASCO SUSPENSION 75 ML 500 MG,AMOXICILINA HORMONA FRASCO SUSPENSION 75 ML 500 MG,7501385491443,7501385491443,1.00,,,,,,,,,,,,,,,,,,
132,AMOXICILINA HORMONA FRASCO SUSPENSION 75 ML 500 MG,AMOXICILINA SUSP 500 MG/5 ML,7501385491443,7501349021846,1.00,,,,,,,,,,,,,,,,,,
133,AMOXICILINA HORMONA FRASCO SUSPENSION 75 ML 500 MG,VANDIX SUSP 500MG 75ML (Amoxicilina),7501385491443,7503001007076,1.00,,,,,,,,,,,,,,,,,,
134,BROMIXEN CAJA CON 12 CAPSULAS 500/8MG,BROMIXEN CAJA CON 12 CAPSULAS 500/8MG,7503000422887,7503000422887,1.00,,,,,,,,,,,,,,,,,,
135,BROMIXEN CAJA CON 12 CAPSULAS 500/8MG,PENAMOX M CAJA CON 12 CAPSULAS 500/8MG,7503000422887,7501070635350,1.00,,,,,,,,,,,,,,,,,,
136,BROMIXEN CAJA CON 12 CAPSULAS 500/8MG,MUCOXINA CAPS 500-8MG C/12 (Amoxi/bromhe,7503000422887,7502208892744,1.00,,,,,,,,,,,,,,,,,,
137,BROMIXEN CAJA CON 12 CAPSULAS 500/8MG,AMOXIBRON 500MG CAP C12,7503000422887,7501070622152,1.00,,,,,,,,,,,,,,,,,,
138,PENAMOX M FRASCO SUSPENSION 75 ML 250/8MG/5ML,PENAMOX M FRASCO SUSPENSION 75 ML 250/8MG/5ML,7501070635411,7501070635411,1.00,,,,,,,,,,,,,,,,,,
139,PENAMOX M FRASCO SUSPENSION 75 ML 250/8MG/5ML,BROMIXEN FRASCO SUSPENSION 90 ML 250/4MG/5ML,7501070635411,7503000422894,1.00,,,,,,,,,,,,,,,,,,
140,PENAMOX M FRASCO SUSPENSION 75 ML 250/8MG/5ML,PENAMOX M 500MG SUSP 75ML               ,7501070635411,7501070635435,1.00,,,,,,,,,,,,,,,,,,
141,CLAMOXIN FRASCO SUSPENSION 60 ML 125 MG/31.25 MG,CLAMOXIN FRASCO SUSPENSION 60 ML 125 MG/31.25 MG,7502009740206,7502009740206,1.00,,,,,,,,,,,,,,,,,,
142,CLAMOXIN FRASCO SUSPENSION 60 ML 125 MG/31.25 MG,VALCLAN 125/31.25 60ML(amoxi+ac. clavula,7502009740206,7503001007236,1.00,,,,,,,,,,,,,,,,,,
143,GIMACLAV FRASCO 15 TABLETAS 500/125 MG,GIMACLAV FRASCO 15 TABLETAS 500/125 MG,780083144319,780083144319,1.00,,,,,,,,,,,,,,,,,,
